Date,Open,Close,High,Low,Pcr,Volume
2015-01-01,2051.65,2058.95,2059.15,2051.65,0.00,0
2015-01-02,2055.00,2046.25,2067.25,2038.75,2.60,1092643
2015-01-05,2045.75,2016.00,2048.25,2009.50,2.19,1203391
2015-01-06,2019.00,1994.50,2023.50,1984.25,1.92,1148397
2015-01-07,1996.50,2019.50,2023.75,1995.75,1.59,967053
2015-01-08,2020.50,2055.00,2058.50,2020.25,1.71,1068332
2015-01-09,2053.75,2035.25,2062.00,2031.25,2.04,1020884
2015-01-12,2034.50,2022.50,2048.25,2015.25,2.39,599571
2015-01-13,2023.75,2016.00,2051.75,2001.00,1.58,909486
2015-01-14,2017.25,2007.50,2019.50,1981.25,2.00,1093864
2015-01-15,2009.75,1989.00,2027.25,1978.25,1.71,1115816
2015-01-16,1980.75,2013.00,2014.25,1970.25,2.15,1156313
2015-01-18,2013.65,2010.65,2013.65,2008.55,0.00,0
2015-01-19,2010.45,2009.95,2023.65,2003.15,0.00,0
2015-01-20,2013.50,2016.75,2026.50,1997.50,2.03,647603
2015-01-21,2015.75,2026.50,2032.75,2005.25,2.03,904479
2015-01-22,2026.75,2056.50,2059.25,2019.25,1.86,923323
2015-01-23,2056.50,2044.00,2062.50,2042.25,1.93,1163070
2015-01-26,2035.00,2053.50,2055.00,2025.50,1.80,627267
2015-01-27,2054.00,2030.00,2054.75,2013.25,1.85,709059
2015-01-28,2036.50,1991.50,2046.50,1991.25,1.78,806235
2015-01-29,1993.50,2018.50,2020.00,1982.00,1.99,1165819
2015-01-30,2019.25,1988.50,2020.50,1986.25,2.53,1183397
2015-02-02,1990.50,2017.00,2018.50,1973.75,1.63,835239
2015-02-03,2015.00,2042.00,2044.00,2007.00,1.94,956485
2015-02-04,2040.50,2030.00,2049.25,2022.75,2.25,641269
2015-02-05,2025.00,2055.00,2058.75,2020.75,1.73,805165
2015-02-06,2056.25,2053.00,2068.00,2044.50,1.76,1493445
2015-02-09,2050.00,2042.50,2051.75,2036.50,1.90,763948
2015-02-10,2043.75,2062.25,2066.50,2040.50,1.68,721467
2015-02-11,2062.75,2065.75,2079.50,2053.25,1.85,664624
2015-02-12,2071.50,2084.00,2085.50,2058.50,1.56,913194
2015-02-13,2083.00,2093.50,2095.00,2081.50,1.97,1083323
2015-02-15,2091.65,2089.65,2093.65,2089.65,0.00,0
2015-02-16,2089.45,2084.15,2093.65,2081.65,0.00,0
2015-02-17,2091.25,2096.00,2098.75,2080.75,1.74,760038
2015-02-18,2096.50,2095.50,2098.50,2088.50,2.19,1126377
2015-02-19,2095.25,2095.25,2099.50,2087.25,1.46,1005777
2015-02-20,2096.00,2107.00,2108.75,2082.25,1.78,917104
2015-02-23,2107.25,2106.75,2108.25,2099.75,1.55,617192
2015-02-24,2106.25,2113.75,2115.75,2102.75,2.08,912728
2015-02-25,2113.75,2110.25,2117.75,2107.25,1.89,848866
2015-02-26,2110.50,2110.00,2114.75,2101.50,1.97,565132
2015-02-27,2109.50,2102.75,2111.00,2100.75,2.03,971503
2015-03-02,2104.00,2114.00,2115.50,2100.50,1.97,599845
2015-03-03,2114.00,2104.75,2114.50,2095.50,2.54,644235
2015-03-04,2104.75,2096.50,2104.75,2085.25,1.98,701390
2015-03-05,2096.50,2099.75,2103.50,2093.25,2.04,505785
2015-03-06,2099.50,2070.75,2103.50,2065.50,2.15,1250215
2015-03-09,2073.50,2077.75,2082.50,2066.00,2.07,572370
2015-03-10,2077.50,2042.00,2078.00,2041.25,1.67,1156423
2015-03-11,2044.25,2039.50,2052.25,2038.25,2.26,791098
2015-03-12,2042.00,2064.00,2066.50,2038.25,1.90,711795
2015-03-13,2064.25,2049.75,2068.75,2040.00,2.09,1026709
2015-03-16,2050.75,2076.50,2081.75,2044.50,1.79,747243
2015-03-17,2074.50,2074.50,2078.75,2064.25,1.50,548051
2015-03-18,2074.25,2100.50,2107.75,2060.50,2.21,1176341
2015-03-19,2101.00,2090.50,2107.25,2085.00,1.39,1136972
2015-03-20,2088.50,2099.02,2105.50,2086.50,1.57,983374
2015-03-23,2097.75,2094.75,2107.00,2093.25,1.91,626962
2015-03-24,2094.00,2085.00,2101.00,2083.00,1.97,709625
2015-03-25,2085.25,2053.75,2089.25,2052.25,2.07,817451
2015-03-26,2056.00,2048.50,2058.75,2033.25,1.82,1057726
2015-03-27,2050.00,2052.50,2057.75,2041.00,1.89,893729
2015-03-30,2052.75,2075.50,2081.75,2047.25,2.12,789968
2015-03-31,2074.75,2060.75,2076.75,2056.25,1.69,675779
2015-04-01,2058.00,2053.00,2060.75,2033.50,2.23,853860
2015-04-02,2055.25,2059.50,2064.75,2044.00,1.90,714810
2015-04-03,2060.00,2059.50,2063.75,2038.00,0.00,0
2015-04-06,2039.50,2073.25,2080.00,2038.75,2.09,592067
2015-04-07,2071.50,2067.75,2082.75,2066.00,1.58,674689
2015-04-08,2068.50,2076.00,2080.25,2064.50,2.17,563637
2015-04-09,2077.75,2085.75,2087.00,2066.75,1.88,724400
2015-04-10,2086.00,2095.50,2096.25,2083.00,2.04,994538
2015-04-13,2095.25,2086.50,2101.25,2085.25,1.55,698581
2015-04-14,2087.00,2091.00,2092.75,2075.75,1.90,677367
2015-04-15,2091.75,2099.75,2105.50,2087.25,1.53,983434
2015-04-16,2101.50,2100.75,2104.75,2089.00,1.62,750792
2015-04-17,2101.25,2075.50,2101.75,2064.50,2.46,1153120
2015-04-20,2081.00,2091.00,2097.50,2078.50,2.01,497246
2015-04-21,2089.50,2091.00,2105.25,2087.25,1.72,604905
2015-04-22,2092.00,2100.25,2103.75,2080.25,2.01,600107
2015-04-23,2099.25,2107.00,2114.50,2087.50,2.16,784746
2015-04-24,2107.50,2111.75,2114.75,2103.00,1.44,945366
2015-04-27,2113.25,2104.75,2119.75,2100.25,2.01,749686
2015-04-28,2103.75,2112.00,2112.50,2088.25,1.53,525162
2015-04-29,2110.75,2099.00,2112.50,2090.50,1.85,738367
2015-04-30,2098.25,2079.00,2102.00,2070.25,2.14,976821
2015-05-01,2082.75,2101.50,2102.50,2080.50,1.87,1066668
2015-05-04,2101.75,2109.25,2115.00,2098.00,2.38,636455
2015-05-05,2109.50,2084.00,2111.75,2081.50,2.14,716690
2015-05-06,2085.50,2074.25,2093.75,2061.25,1.86,944542
2015-05-07,2074.75,2084.25,2088.25,2057.00,1.66,825859
2015-05-08,2085.25,2108.50,2113.50,2084.00,1.66,1059904
2015-05-11,2110.00,2097.75,2113.50,2095.75,1.97,674788
2015-05-12,2097.75,2095.00,2101.00,2079.25,2.74,817449
2015-05-13,2096.25,2094.50,2106.50,2091.50,1.90,560574
2015-05-14,2096.00,2117.50,2118.25,2092.00,1.33,986375
2015-05-15,2117.25,2119.00,2122.75,2113.25,2.39,819560
2015-05-18,2119.25,2126.00,2128.75,2112.25,1.85,801941
2015-05-19,2126.75,2124.50,2134.00,2121.25,1.54,580029
2015-05-20,2124.25,2122.50,2132.25,2119.25,2.32,699743
2015-05-21,2120.75,2128.00,2132.00,2115.00,1.57,675385
2015-05-22,2129.25,2124.50,2131.00,2122.75,1.97,810087
2015-05-24,2124.45,2124.95,2126.15,2123.65,0.00,0
2015-05-25,2125.15,2122.45,2126.95,2118.65,0.00,0
2015-05-26,2124.50,2105.00,2127.00,2096.00,1.96,905114
2015-05-27,2105.75,2121.00,2124.25,2101.25,1.60,764388
2015-05-28,2120.00,2121.75,2122.75,2110.50,2.17,663732
2015-05-29,2121.75,2106.00,2122.75,2102.25,2.67,961626
2015-06-01,2107.00,2109.25,2117.75,2100.25,1.71,682533
2015-06-02,2111.00,2106.75,2116.00,2094.00,2.45,686411
2015-06-03,2107.00,2116.00,2120.75,2106.75,1.80,576638
2015-06-04,2116.25,2099.00,2116.50,2091.25,2.98,1199080
2015-06-05,2098.75,2092.25,2102.75,2083.50,2.15,1129223
2015-06-08,2092.00,2078.25,2093.25,2076.25,1.92,861234
2015-06-09,2080.00,2080.00,2084.75,2068.75,2.09,789044
2015-06-10,2080.75,2107.00,2108.00,2080.00,2.01,871569
2015-06-11,2106.00,2109.25,2114.75,2103.25,1.95,718827
2015-06-12,2109.00,2093.00,2109.25,2090.25,1.91,1064527
2015-06-15,2087.00,2084.00,2089.75,2071.25,1.80,826463
2015-06-16,2083.50,2097.50,2098.25,2070.50,1.58,744932
2015-06-17,2097.75,2097.50,2107.00,2087.00,2.15,864574
2015-06-18,2097.25,2123.00,2127.50,2090.50,1.31,1313204
2015-06-19,2123.25,2117.11,2126.50,2118.25,2.47,926342
2015-06-22,2105.75,2112.75,2122.00,2103.50,1.88,781684
2015-06-23,2114.75,2116.50,2120.50,2111.25,2.34,581166
2015-06-24,2117.50,2099.50,2118.50,2099.00,1.91,772977
2015-06-25,2101.25,2094.00,2112.75,2092.00,1.74,748493
2015-06-26,2094.75,2095.75,2100.75,2086.25,1.87,1050580
2015-06-29,2064.00,2050.50,2083.25,2047.25,2.63,1603544
2015-06-30,2054.50,2054.50,2069.00,2046.75,2.03,1255758
2015-07-01,2054.50,2071.00,2077.50,2054.50,2.26,996602
2015-07-02,2071.50,2068.75,2079.00,2062.25,2.33,970609
2015-07-03,2068.05,2066.05,2071.95,2063.45,0.00,0
2015-07-06,2037.25,2064.50,2071.75,2034.25,1.99,889510
2015-07-07,2067.75,2073.75,2078.00,2035.00,1.64,1163440
2015-07-08,2073.00,2039.25,2073.25,2036.25,3.11,1040587
2015-07-09,2039.75,2041.25,2068.00,2038.25,2.29,1067925
2015-07-10,2044.75,2069.00,2074.75,2044.75,1.90,1231789
2015-07-13,2054.75,2094.50,2094.75,2052.00,2.12,1155766
2015-07-14,2094.00,2102.00,2105.50,2090.50,1.52,852065
2015-07-15,2102.50,2104.25,2107.75,2095.00,1.58,890781
2015-07-16,2104.00,2117.00,2118.50,2102.75,1.25,1375938
2015-07-17,2117.00,2118.75,2120.00,2112.75,1.99,949074
2015-07-20,2118.00,2122.00,2126.25,2116.50,1.69,836997
2015-07-21,2121.25,2114.50,2125.00,2106.75,1.83,748954
2015-07-22,2107.75,2108.00,2112.00,2102.25,2.04,865507
2015-07-23,2109.25,2098.50,2113.75,2091.50,1.68,902306
2015-07-24,2101.00,2077.50,2104.00,2069.75,2.57,1410328
2015-07-27,2078.25,2064.50,2080.75,2056.50,2.43,1088792
2015-07-28,2065.50,2087.25,2089.00,2061.50,1.90,881655
2015-07-29,2088.00,2101.50,2104.25,2084.50,1.75,723596
2015-07-30,2099.50,2103.75,2104.25,2087.75,1.42,737312
2015-07-31,2101.75,2098.50,2109.25,2095.25,2.26,958156
2015-08-03,2098.75,2091.00,2102.50,2080.00,1.86,824524
2015-08-04,2090.50,2083.00,2096.25,2081.50,2.12,554922
2015-08-05,2082.50,2093.75,2107.00,2082.25,2.10,662828
2015-08-06,2094.00,2079.50,2099.25,2070.00,1.82,1122487
2015-08-07,2080.00,2073.50,2082.75,2062.00,2.06,1285905
2015-08-10,2072.00,2099.75,2101.25,2071.75,1.85,765472
2015-08-11,2100.75,2079.75,2101.75,2070.75,2.10,1017555
2015-08-12,2080.75,2084.25,2085.25,2046.50,1.91,1312755
2015-08-13,2082.75,2080.50,2093.00,2073.25,2.17,824633
2015-08-14,2079.25,2089.50,2090.50,2073.75,2.26,823604
2015-08-17,2089.50,2099.25,2100.50,2074.75,1.51,800817
2015-08-18,2098.25,2094.00,2103.75,2090.25,1.57,820760
2015-08-19,2093.25,2072.75,2098.00,2066.50,1.89,1486055
2015-08-20,2073.50,2025.50,2077.75,2024.50,2.34,1941250
2015-08-21,2026.25,1971.50,2029.00,1967.25,3.42,2989433
2015-08-24,1964.50,1871.25,1964.75,1831.00,3.77,2503609
2015-08-25,1872.75,1872.75,1948.50,1860.00,2.39,2042343
2015-08-26,1876.00,1938.00,1943.00,1850.50,2.52,2021630
2015-08-27,1941.25,1989.25,1990.25,1934.50,2.20,1781329
2015-08-28,1988.25,1989.75,1992.75,1967.25,2.13,1277472
2015-08-31,1986.25,1969.25,1987.75,1959.25,2.39,1164663
2015-09-01,1965.50,1916.00,1966.25,1898.75,2.53,1447608
2015-09-02,1913.50,1947.00,1949.00,1907.25,2.48,1017879
2015-09-03,1947.50,1946.00,1973.50,1942.00,1.73,1088887
2015-09-04,1947.25,1921.75,1949.25,1907.75,2.87,1334101
2015-09-06,1917.38,1925.75,1928.88,1916.95,0.00,0
2015-09-07,1925.50,1938.95,1944.15,1919.65,0.00,0
2015-09-08,1916.75,1965.75,1968.75,1915.75,1.83,1017159
2015-09-09,1966.50,1942.75,1992.00,1935.50,1.95,928928
2015-09-10,1943.75,1949.50,1967.25,1928.50,1.76,1106964
2015-09-11,1949.50,1960.25,1962.50,1937.25,1.95,1262214
2015-09-14,1963.75,1954.00,1974.25,1946.50,1.61,744566
2015-09-15,1953.25,1979.75,1983.00,1945.00,1.45,1088358
2015-09-16,1979.75,1998.25,1999.00,1972.75,1.98,1398591
2015-09-17,1997.00,1987.75,2021.50,1982.50,1.48,1244764
2015-09-18,1988.00,1970.10,1993.75,1954.75,1.83,1291865
2015-09-21,1949.25,1963.00,1969.00,1938.50,1.99,959480
2015-09-22,1964.25,1932.00,1965.00,1917.75,1.65,1104119
2015-09-23,1930.50,1928.50,1941.75,1910.50,1.51,995822
2015-09-24,1931.75,1918.75,1936.25,1897.25,1.57,1034251
2015-09-25,1913.25,1919.25,1951.00,1910.25,2.08,1160498
2015-09-28,1915.50,1872.00,1929.75,1868.75,2.04,1335994
2015-09-29,1876.25,1874.50,1889.75,1861.00,1.87,1042701
2015-09-30,1875.00,1908.75,1910.50,1871.25,1.52,994688
2015-10-01,1902.50,1916.75,1929.50,1890.25,1.58,919051
2015-10-02,1917.00,1943.00,1943.75,1883.00,1.97,1201609
2015-10-05,1941.00,1974.75,1980.00,1937.25,1.52,1222388
2015-10-06,1973.00,1968.50,1982.25,1962.50,1.77,978037
2015-10-07,1961.00,1987.25,1991.25,1960.50,1.65,1146617
2015-10-08,1987.75,2006.50,2008.75,1971.00,1.36,1164294
2015-10-09,2004.00,2007.50,2014.00,1998.75,1.21,1324877
2015-10-12,2005.25,2011.00,2014.00,2001.75,1.96,632714
2015-10-13,2012.00,1994.00,2014.75,1991.25,1.53,962559
2015-10-14,1991.50,1984.00,2001.75,1982.50,1.74,1107641
2015-10-15,1985.75,2019.00,2019.50,1985.00,1.73,1145409
2015-10-16,2018.25,2025.50,2026.50,2012.25,2.11,885664
2015-10-19,2024.50,2027.50,2028.00,2014.25,1.55,850853
2015-10-20,2026.50,2020.50,2031.50,2018.50,1.72,839843
2015-10-21,2019.75,2008.50,2034.25,2007.50,1.98,985052
2015-10-22,2010.50,2053.00,2056.00,2008.50,1.25,1266959
2015-10-23,2054.25,2066.00,2074.50,2053.25,1.10,1799776
2015-10-26,2066.00,2062.25,2068.00,2057.50,1.43,615386
2015-10-27,2063.75,2060.50,2064.75,2051.25,1.88,791722
2015-10-28,2062.00,2084.50,2085.25,2055.50,1.24,1066313
2015-10-29,2081.00,2083.00,2086.50,2073.25,1.19,1475293
2015-10-30,2084.75,2073.75,2094.75,2069.75,1.95,1193273
2015-11-02,2073.00,2095.50,2100.00,2064.25,1.54,801220
2015-11-03,2093.25,2103.00,2110.25,2089.00,1.21,1275847
2015-11-04,2102.50,2094.75,2109.75,2090.50,1.53,853449
2015-11-05,2095.50,2094.00,2104.75,2084.00,2.17,912347
2015-11-06,2094.75,2093.75,2099.00,2077.50,1.85,1356532
2015-11-09,2092.00,2073.00,2097.75,2062.00,2.53,1159652
2015-11-10,2072.25,2078.00,2079.00,2064.50,1.41,599450
2015-11-11,2076.50,2069.00,2087.25,2067.75,2.15,563671
2015-11-12,2068.50,2040.50,2077.50,2039.50,2.20,1195674
2015-11-13,2040.50,2018.50,2046.00,2011.50,2.15,1789836
2015-11-16,2006.50,2048.00,2051.00,1998.50,1.80,1161172
2015-11-17,2047.75,2049.00,2063.50,2041.50,1.88,914291
2015-11-18,2049.75,2079.75,2082.50,2043.00,2.21,1341290
2015-11-19,2078.25,2079.25,2089.25,2075.25,1.48,966861
2015-11-20,2078.25,2088.75,2094.50,2076.00,2.11,1005690
2015-11-23,2089.75,2084.25,2093.00,2078.25,2.68,756550
2015-11-24,2083.00,2084.75,2091.50,2065.50,2.44,839936
2015-11-25,2084.00,2088.00,2092.50,2082.25,2.28,754918
2015-11-26,2089.50,2095.75,2098.25,2088.50,0.00,0
2015-11-27,2089.50,2090.00,2098.25,2081.50,2.13,643807
2015-11-30,2089.50,2079.75,2095.00,2078.50,2.62,951768
2015-12-01,2085.50,2100.00,2101.50,2083.50,2.18,819870
2015-12-02,2099.50,2081.50,2105.00,2075.00,1.78,1088339
2015-12-03,2083.25,2051.25,2095.25,2040.00,2.06,1379073
2015-12-04,2053.25,2088.50,2093.00,2046.75,1.66,1308244
2015-12-07,2092.25,2081.00,2095.50,2064.50,2.03,712744
2015-12-08,2080.00,2058.75,2081.50,2050.25,1.38,670998
2015-12-09,2059.50,2042.00,2079.75,2034.25,1.70,1069622
2015-12-10,2045.75,2049.25,2067.00,2043.75,1.98,1006413
2015-12-11,2050.75,2009.75,2056.25,2005.00,2.11,1701969
2015-12-14,2008.00,2018.50,2028.25,1992.25,2.59,1348160
2015-12-15,2021.75,2045.50,2054.00,2019.00,1.77,1089910
2015-12-16,2046.00,2072.00,2077.00,2040.00,1.63,1293538
2015-12-17,2069.75,2034.25,2082.25,2032.50,1.64,1271045
2015-12-18,2033.25,2029.72,2040.25,2022.00,2.14,1155933
2015-12-21,1997.25,2015.00,2019.50,1995.25,1.88,802309
2015-12-22,2017.00,2036.00,2036.50,2007.25,2.03,871728
2015-12-23,2034.00,2053.00,2057.75,2030.75,1.64,1012008
2015-12-24,2052.75,2051.25,2059.75,2049.00,1.92,462036
2015-12-28,2051.25,2048.75,2054.50,2035.25,1.85,472874
2015-12-29,2049.75,2072.75,2074.50,2047.50,1.74,734479
2015-12-30,2072.00,2054.50,2075.00,2053.50,2.39,644697
2015-12-31,2055.25,2035.50,2057.75,2030.25,1.97,943882
2016-01-04,2037.75,2009.00,2043.50,1980.25,1.78,1304561
2016-01-05,2009.00,2011.75,2017.00,1992.25,2.04,871282
2016-01-06,2010.75,1986.00,2013.25,1970.50,1.87,1112344
2016-01-07,1987.75,1933.00,1991.00,1928.50,2.24,1707915
